"site_no" "feature_id" "nws_id" "action_stage" "minor_stage" "moderate_stage" "major_stage" "record_stage" "action_flow" "minor_flow" "moderate_flow" "major_flow" "record_flow" "lat" "lon" "location"
"145" "01342602" 22743145 "UTIN6" 401 403 405 407 411.11 "2340" "3250" "4340" "6840" NA 43.0936622619629 -75.1576385498047 "MOHAWK RIVER NEAR UTICA NY"
"146" "01372500" 6212050 "WAPN6" 7 8 10 14 19.6 "2350" "3160" "5190" "10100" 18600 41.6570587158203 -73.8717346191406 "WAPPINGER CREEK NEAR WAPPINGERS FALLS NY"
"147" "01332500" 22290185 "WILM3" 7 9 11 13 14.85 "1180" "3700" "7100" "11200" 13000 42.7000999450684 -73.1544494628906 "HOOSIC RIVER NEAR WILLIAMSTOWN MA"
"148" "01335754" 22290557 "WTFN6" 33 34 35 37 36.38 "21400" "30600" "41100" "98377.2601689249" 67255.0378873518 42.8206825256348 -73.6601486206055 "HUDSON RIVER ABOVE LOCK 1 NEAR WATERFORD NY"
"149" "07227500" 19984864 "AMAT2" 6 7 10 15 25 "6431.9" "11666.1" "38674.6" "129857.6" 1343839.19973531 35.4704322814941 -101.87622833252 "CANADIAN RV NR AMARILLO TX"
"150" "07234000" 13853161 "BVRO2" 8 9 12 15 14.55 "990.2" "1971.1" "21953.3" "85008.4" 70000 36.8226470947266 -100.519737243652 "BEAVER RIVER AT BEAVER OK"
"151" "07228000" 19972126 "CDNT2" 7 8 10 20 20 "3446.1" "5213.5" "32913.131220242" "763404.803884296" 763404.803884296 35.9345512390137 -100.367721557617 "CANADIAN RV NR CANADIAN TX"
"152" "07232470" 13860962 "GBRO2" 15 24 25 28 NA "262920.074365215" "81249055.0148097" "133685988.836455" "532697740.994313" NA 36.7035522460938 -101.631813049316 "BEAVER RIVER NEAR GOODWELL OK"
"153" "07299890" 13546725 "HLCT2" 6 12 14 18 NA "299" "2061.10879638104" "6603.49481431762" "44073.8365312776" NA 34.9579048156738 -100.680000305176 "LELIA LK CK BL BELL CK NR HEDLEY TX"
"154" "07154500" 21126643 "KENO2" 11 20 23 28 22.32 "815.4" "14472.7" "40423.7" "239163.001880506" 43400 36.931095123291 -102.954452514648 "CIMARRON RIVER NEAR KENTON OK"
"155" "07301410" 13754363 "KTNT2" 11 18 19 20 20 "352.1" "15440.9" "24848.6" "33789.7" 33789.7 35.4732360839844 -100.120559692383 "SWEETWATER CK NR KELTON TX"
"156" "07235000" 13812194 "LCBT2" 6 9.5 11.5 16 16 "180.9" "2278.6" "8344.8" "29840.6" 29840.6 36.2387619018555 -100.265312194824 "WOLF CK AT LIPSCOMB TX"
"157" "07301300" 13754389 "SHAT2" 9 10 13 20 21.1 "1870" "3840" NA NA NA 35.2680053710938 -100.249465942383 "N FK RED RV NR SHAMROCK TX"
"158" "07233500" 13837931 "SPMT2" 9 20 21 22 23.68 "446.5" "5002.3" "6734.1" "8399.9" 26100 36.2020149230957 -101.306396484375 "PALO DURO CK NR SPEARMAN TX"
"159" "07297910" 13925051 "WAYT2" 9.5 10 15 20 13 "4834" "5893" "40706.3" "164660" 58800 34.8389434814453 -101.417510986328 "PR DOG TWN FK RED RV NR WAYSIDE TX"
"160" "07300000" 13531193 "WLGT2" 6 8 10 13 19.55 "1391.6" "4871.9" "11953.3" "31771.3" 160000 34.9583930969238 -100.217712402344 "SALT FK RED RV NR WELLINGTON TX"
"161" "04152238" 13047081 "BEVM4" NA NA NA NA 13.27 NA NA NA NA 3110 43.8628425598145 -84.5488510131836 "SOUTH BRANCH TOBACCO RIVER NEAR BEAVERTON MI"
"162" "04046000" 12214445 "BGTM4" NA NA NA NA 8.55 NA NA NA NA 860 46.1039695739746 -85.3591461181641 "BLACK RIVER NEAR GARNET MI"
"163" "04133501" 12960383 "BOLM4" NA NA NA NA 17.69 NA NA NA NA 3050 45.1270446777344 -83.6432418823242 "THUNDER BAY RIVER AT HERRON ROAD NEAR BOLTON MI"
"164" "04137005" 12951570 "CSVM4" NA NA NA NA 13.56 NA NA NA NA 5520 44.5578727722168 -83.7957229614258 "                                                  "
"165" "04127800" 13055958 "EJJM4" NA NA NA NA 6.51 NA NA NA NA 1360 45.1015701293945 -85.0972137451172 "JORDAN RIVER NEAR EAST JORDAN MI"
"166" "04126740" 12228505 "HONM4" NA NA NA NA 4.49 NA NA NA NA 706 44.6679382324219 -86.0346603393555 "                                                  "
"167" "04125460" 12120754 "HOXM4" NA NA NA NA 9.44 NA NA NA NA 3010 44.199146270752 -85.7810821533203 "PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE MI"
"168" "04135700" 12952968 "LUZM4" NA NA NA NA 7.57 NA NA NA NA 1040 44.6199569702148 -84.4606704711914 "SOUTH BRANCH AU SABLE RIVER NEAR LUZERNE MI"
"169" "04136900" 12951528 "MCKM4" NA NA NA NA 13.92 NA NA NA NA 13982.3 44.6199531555176 -83.842414855957 "AU SABLE RIVER NEAR MC KINLEY MI"
"170" "04136500" 12952800 "MIOM4" NA NA NA NA 6.37 NA NA NA NA 4380 44.6602478027344 -84.1277160644531 "                                                  "
"171" "04124200" 12120568 "MSKM4" NA NA NA NA 8.07 NA NA NA NA 5090 44.3624229431152 -85.8308792114258 "MANISTEE RIVER NEAR MESICK MI"
"172" "04124000" 12121104 "SHRM4" 14 15 16 17 16.87 "1930" "2450" "3000" "3550" 3480 44.4367523193359 -85.687629699707 "MANISTEE RIVER NEAR SHERMAN MI"
"173" "04142000" 12944890 "STRM4" 5 6 11 13 13.74 "1240" "1630" "3900" "4960" 5340 44.0719375610352 -84.0187149047852 "RIFLE RIVER NEAR STERLING MI"
"174" "04128990" 12503419 "SVRM4" NA NA NA NA 6.49 NA NA NA NA 889 45.1764373779297 -84.430908203125 "                                                  "
"175" "04121300" 12130638 "VGCM4" NA NA NA NA 7.31 NA NA NA NA 1710 44.1678276062012 -85.0143280029297 "CLAM RIVER AT VOGEL CENTER MI"
"176" "04125550" 12121294 "WLSM4" NA NA NA NA 11.14 NA NA NA NA 6700 44.2594223022461 -85.942024230957 "MANISTEE RIVER NEAR WELLSTON MI"
"177" "04127997" 12502977 "WOLM4" NA NA NA NA 6.99 NA NA NA NA 1972.25652709345 45.2849655151367 -84.6057357788086 "STURGEON RIVER AT WOLVERINE MI"
"178" "05382284" 2454518 "ANOW3" NA 9 11 13 NA NA NA NA NA NA 43.9635124206543 -90.7501373291016 "                                                  "
"179" "05379400" 2733736 "ARCW3" 6 8 9 10 10.07 "1620" "3260" "4100" NA NA 44.2517738342285 -91.5101013183594 "                                                  "
"180" "05457000" 7014461 "ASNM5" NA 10 NA NA NA NA NA NA NA NA 43.6354179382324 -92.9744110107422 "CEDAR RIVER NEAR AUSTIN MN"
"181" "05387440" 13336562 "BLFI4" 11 14 16 18 NA "7450" "12900" "19064.3113069012" "34089.8243080003" NA 43.4012908935547 -91.906852722168 "UPPER IOWA RIVER AT BLUFFTON IA"
"182" "053813595" 13138053 "BRFW3" 43 47 51 55 61.47 "8250" "14800" "23200" "33900" 56700 44.2924880981445 -90.8460998535156 "                                                  "
"183" "05457700" 7016523 "CCYI4" 9 12 15 18 25.33 "6210" "9800" "13700" "18000" 34600 43.0555419921875 -92.6681594848633 "CEDAR RIVER AT CHARLES CITY IA"
"184" "05388250" 13336508 "DCHI4" 11 14 17 19 22.46 "3430" "7750" "15100" "21600" 36200 43.4043731689453 -91.5397262573242 "UPPER IOWA RIVER NEAR DORCHESTER IA"
"185" "04152500" 13047783 "BVTM4" 10 12 14 16 12.95 "4580" "6590" "7979.43575762688" NA 7680 43.8826103210449 -84.4738006591797 "TOBACCO RIVER AT GLIDDEN ROAD AT BEAVERTON MI"
"186" "04126970" 13057812 "MYFM4" 5 7 9 11 6.12 "382" NA NA NA 623 44.6694068908691 -85.4224548339844 "                                                  "
"187" "04136000" 12952772 "RDOM4" 6 7 8 9 6.85 "2710" "3540" NA NA NA 44.6778793334961 -84.280632019043 "                                                  "
"188" "04127917" 12206226 "RUDM4" 15 17 19 21 19.34 "3900" "4840" "5850" NA 6024.9 46.1829643249512 -84.5942535400391 "PINE RIVER NEAR RUDYARD MI"
"189" "05379500" 2733550 "DDGW3" 7 9 11 12 12.75 "1020" "1790" "3750" "5880" 8920.1 44.1326560974121 -91.554313659668 "TREMPEALEAU RIVER AT DODGE WI"
"190" "05387500" 13337306 "DEHI4" 9 12 13 14 17.9 "9960" "17600" "20400" "23400" 35700 43.308910369873 -91.7934265136719 "UPPER IOWA RIVER AT DECORAH IA"
"191" "05411850" 13309075 "EDRI4" 10 13 15 17 21.46 "3720" "7820" "11600" "18100" 51300 43.0644721984863 -91.804573059082 "TURKEY RIVER NEAR ELDORADO IA"
"192" "05412020" 13311845 "EKDI4" 10 12 16 20 27.77 "4180" "6360" "12300" "19700" 40500 42.8436622619629 -91.4024887084961 "TURKEY RIVER ABOVE FRENCH HOLLOW CR AT ELKADER IA"
"193" "05412340" 13311953 "FAYI4" 9 11 NA NA 16.53 "3670" "6070" NA NA 15300 42.8439903259277 -91.8183670043945 "VOLGA RIVER AT FAYETTE IA"
"194" "05382000" 13139741 "GALW3" 10 12 13 15 16.79 "9260" "13500" "17500" "37200" 67700 44.0613059997559 -91.2901611328125 "BLACK RIVER NEAR GALESVILLE WI"
"195" "07156900" 941040164 "FRGO2" 4 5 6 7 8.1 "157.236775986401" "449.545773222455" "1321.82152723411" "3514.8968575681" 20894.2377316998 37.0103034973145 -100.492607116699 "CIMARRON RIVER NEAR FORGAN OK"
"196" "05412500" 13312489 "GRBI4" 14 17 20 23 32.8 "7860" "12000" "16900" "22300" 75710.4763704776 42.738712310791 -91.2643890380859 "TURKEY RIVER AT GARBER IA"
"197" "05385000" 2463163 "HOUM5" 12 15 17 18 18.32 "8070" "12900" "25300" "42700" 50000 43.7712059020996 -91.5590972900391 "ROOT RIVER NEAR HOUSTON MN"
"198" "05385500" 2463033 "HUSM5" NA 10 12 14 NA NA NA "5240" "9450" NA 43.7382469177246 -91.5662994384766 "SOUTH FORK ROOT RIVER NEAR HOUSTON MN"
"199" "05458000" 7016531 "IONI4" 8 10 13 15 21.32 "1630" "2960" "5650" "8060" 24800 43.0321044921875 -92.5036392211914 "LITTLE CEDAR RIVER NEAR IONIA IA"
"200" "05408000" 13624991 "GTTI4" 9 12 13 14 15.78 "1280" "3020" "5120" "8570" 22111.3 43.5823173522949 -90.6462554931641 "KICKAPOO RIVER AT LA FARGE WI"
"201" "05383075" 2456124 "LCRW3" NA 7.5 9 NA NA NA NA "2040" NA NA 43.8545951843262 -91.2135467529297 "                                                  "
"202" "05382267" 2453132 "LFMW3" NA 11 14 16 NA NA NA NA NA NA 44.0045928955078 -90.7212371826172 "                                                  "
"203" "05389400" 13211298 "MBRI4" NA 7 8 9 NA NA NA "921" "1340" NA 43.0403709411621 -91.204460144043 "BLOODY RUN CREEK NEAR MARQUETTE IA"
"204" "05407000" 13637495 "MUSW3" 7 9 10 11 11.48 "34800" "51100" "61100" "73775.2" 80800 43.1993217468262 -90.4406585693359 "WISCONSIN RIVER AT MUSCODA WI"
"205" "05403000" 14708194 "NCAW3" 12 15 16.5 18 NA "1400" "3050" "4900" "7470" NA 44.0255928039551 -90.0696868896484 "Necedah                                           "
"206" "05381000" 13133805 "NEIW3" 16 18 20 22 23.8 "19300" "26200" "34400" "44000" 48800 44.5591468811035 -90.6147384643555 "Neillsville                                       "
"207" "05403500" 14711142 "NLSW3" NA 10 11 12 NA NA NA "2710" "3520" NA 43.874584197998 -90.1550598144531 "                                                  "
"208" "05457505" 7015937 "OSGI4" 20 22 24 27 25.56 "6030" "10000" "15000" NA 19700 43.2893829345703 -92.8634567260742 "CEDAR RIVER AT OSAGE IA"
"209" "05372995" 2441678 "RCHM5" 11 14 18 20 23.36 "4270" "7610" "13893.8" "18343.8" 27535.8 44.0587348937988 -92.4660797119141 "SOUTH FORK ZUMBRO RIVER AT ROCHESTER MN"
"210" "05383950" 2464389 "RPMM5" 16 19 22 24 25.9 "7830" "12500" "18100" "22200" 31805.5249512701 43.7832641601562 -92.0322723388672 "ROOT RIVER NEAR PILOT MOUND MN"
"211" "05382325" 2454098 "SPAW3" NA 8.5 10 11 NA NA NA "1830" "2220" NA 43.9278945922852 -90.833984375 "                                                  "
"212" "05411600" 13308741 "SPLI4" 7 9 11 13 18.95 "1382.13" "2292.3" "3523.32" "5076.68" 12733.83 43.2088050842285 -91.9537963867188 "TURKEY RIVER AT SPILLVILLE IA"
"213" "05382255" 2454010 "STCW3" NA 5 7 8 NA NA NA NA NA NA 43.9934692382812 -90.6532669067383 "                                                  "
"214" "05410490" 13625933 "STEW3" 10 12 13 15 19.16 "1200" "2410" "3650" "7740" 28700 43.1834144592285 -90.8676376342773 "KICKAPOO RIVER AT STEUBEN WI"
"215" "05382257" 2453120 "STYW3" NA 6 9 10 NA NA NA NA NA NA 44.0048065185547 -90.6903228759766 "Fort McCoy Yard Road                              "
"216" "05412400" 13312435 "VLPI4" 10 12 15 18 25.36 "2640" "3970" "6520" "11800" 39448.6517189798 42.753662109375 -91.3693618774414 "VOLGA RIVER AT LITTLEPORT IA"
"217" "05378500" 2118562 "WNAM5" 11 13 15 18 20.77 "92900" "118000" "144000" "189000" 268000 44.0563354492188 -91.634880065918 "MISSISSIPPI RIVER AT WINONA MN"
"218" "05389000" 13211090 "YRII4" NA 13 15 17 NA NA NA "12300" "21500" NA 43.1216926574707 -91.2638778686523 "YELLOW RIVER NEAR ION IA"
"219" "01521500" 8110879 "ACKN6" NA 4 4.5 5 NA NA "1500" "1700" "2000" NA 42.3947525024414 -77.720344543457 "CANISTEO RIVER AT ARKPORT NY"
"220" "01525981" 8110727 "ADNN6" 8 9 11 13 13.54 "5540" "7120" "11100" "16400" 17800 42.0781517028809 -77.299934387207 "TUSCARORA CREEK ABOVE SOUTH ADDISON NY"
"221" "01428750" 2739748 "ALDP1" 5.5 6.5 7.5 8.5 NA "2840" "5800" "9500" "17600" NA 41.6633605957031 -75.3682327270508 "WEST BRANCH LACKAWAXEN RIVER NEAR ALDENVILLE PA"
"222" "01534500" 2598765 "ARHP1" 6.2 8 9 10 10.58 "2790" "5090" "6650" "8400" 9510 41.5103797912598 -75.5404815673828 "LACKAWANNA RIVER AT ARCHBALD PA"
"223" "05414000" 13324402 "RVLW3" NA 9 11 13 17.26 "1220" "2420" "5160" "9780" 41200 42.737621307373 -90.6455688476562 "                                                  "
"224" "04235440" 21977249 "AUON6" 7 8 9 10 9.6 "2270" "2610" "3022.28470630531" "3491.01293523242" 3250 42.9353179931641 -76.5940322875977 "OWASCO OUTLET AT GENESEE ST. AUBURN NY"
"225" "01527500" 8118867 "AVCN6" 7 9 11 13 NA "5550" "19799.4386780739" "55150.0030992839" "129392.533998551" NA 42.4050712585449 -77.4262847900391 "COHOCTON RIVER AT AVOCA NY"
"226" "01502632" 8087855 "BAIN6" 13 15 20 22 27.05 "17000" "21400" "33900" "39300" 58700 42.2832717895508 -75.4827117919922 "SUSQUEHANNA RIVER AT BAINBRIDGE NY"
"227" "01413398" 1748567 "BKAN6" 7 9 9.5 10 NA "1040" "2540" "3020" "3550" NA 42.1537246704102 -74.5846939086914 "BUSH KILL NEAR ARKVILLE NY"
"228" "01436690" 4147634 "BRGN6" 12 13 17 19 21.25 "5740" "7030" "14400" "19300" 25900 41.637565612793 -74.6181716918945 "NEVERSINK RIVER AT BRIDGEVILLE NY"
"229" "01428500" 2615318 "BRYN6" 15 17 22 26 28.97 "50900" "63100" "97500" "127000" 151000 41.5088996887207 -74.9917144775391 "DELAWARE R ABOVE LACKAWAXEN R NEAR BARRYVILLE NY"
"230" "01427510" 2617456 "CCRN6" 9 12 13 14.8 20.38 "29800" "56200" "64000" "80200" 144000 41.7516670227051 -75.0531387329102 "DELAWARE RIVER AT CALLICOON NY"
"231" "01530332" 8118423 "CHEN6" 10 12 15 19 25.2 "27600" "37100" "53003.51" "77194.59" 235000 42.0865783691406 -76.802375793457 "CHEMUNG RIVER AT ELMIRA NY"
"232" "01510000" 9420683 "CINN6" 8 9 11.2 12.5 12.5 "4770" "5940" "8830" "10702.1925000256" 9200 42.5484580993652 -75.8990478515625 "OTSELIC RIVER AT CINCINNATUS NY"
"233" "01420500" 1750585 "CKFN6" 8 10 16 18 20.55 "5850" "9930" "30000" "41000" 62400 41.9509239196777 -74.9860534667969 "BEAVER KILL AT COOKS FALLS NY"
"234" "01503000" 8088149 "CKLN6" 8 12 15 20 25.02 "10900" "23100" "33500" "53500" 76800 42.035717010498 -75.8024520874023 "SUSQUEHANNA RIVER AT CONKLIN NY"
"235" "01531000" 8118503 "CMGN6" 12 16 20 24 31.62 "26600" "49200" "80400" "123000" 189000 42.0064582824707 -76.6396331787109 "CHEMUNG RIVER AT CHEMUNG NY"
"236" "01529500" 8119183 "CMPN6" 5 8 10 11 11.6 "4790" "11900" "20700" "29300" 41100 42.2452583312988 -77.2121124267578 "COHOCTON RIVER NEAR CAMPBELL NY"
"237" "01512500" 9423965 "CNON6" 8 10 12.6 14 20.3 "12700" "20700" "34400" "43100" 96000 42.2111892700195 -75.8471069335938 "CHENANGO RIVER NEAR CHENANGO FORKS NY"
"238" "01529950" 8119227 "CRNN6" 21 29 30 36 40.71 "18000" "84700" "97000" "168000" 228000 42.1477928161621 -77.0598602294922 "CHEMUNG RIVER AT CORNING NY"
"239" "01509000" 9422095 "CRTN6" 7 8 10 12.5 14.07 "2690" "3650" "6140" "10400" 14200 42.5945930480957 -76.1555862426758 "TIOUGHNIOGA RIVER AT CORTLAND NY"
"240" "01421900" 2612822 "DELN6" 7 8 9.5 10.5 12.53 "2870" "3790" "5320" "6420" 8530 42.2830963134766 -74.9049835205078 "WEST BRANCH DELAWARE RIVER UPSTREAM FROM DELHI NY"
"241" "01413408" 1748719 "DRYN6" 9 10.5 11.5 12.5 15.5 "5780" "8230" "10100" "12200" 12000 42.1457328796387 -74.6216659545898 "DRY BROOK AT ARKVILLE"
"242" "01417000" 1748727 "DWNN6" 5.3 9 10 12 16 "3300" "10000" "12400" "19800" 34000 42.0744819641113 -74.9794692993164 "EAST BRANCH DELAWARE RIVER AT DOWNSVILLE NY"
"243" "01526500" 8110941 "ERWN6" 16 18 19 20 NA "40400" "52700" "59500" "66800" NA 42.1372184753418 -77.1156387329102 "TIOGA RIVER NEAR ERWINS NY"
"244" "01500000" 8086799 "ESIN6" 4.5 4.5 5 6 7.62 "1840" "1840" "2310" "3520" 7250 42.3326606750488 -75.2342071533203 "OULEOUT CREEK AT EAST SIDNEY NY"
"245" "04234000" 21983115 "FLLN6" 5 6 6.5 7 11.16 "3920" "5980" "7080" "8270" 21515.7150591174 42.4546508789062 -76.4475708007812 "FALL CREEK NEAR ITHACA NY"
"246" "01421000" 1752137 "FSHN6" 11 13 16 18 23.6 "15200" "28100" "43800" "56400" 70000 41.9741363525391 -75.1740188598633 "EAST BRANCH DELAWARE RIVER AT FISHS EDDY NY"
"247" "01507000" 9424095 "GNEN6" 11 13 15 18 21.16 "6870" "9540" "13000" "19200" 27100 42.3260955810547 -75.7699584960938 "CHENANGO RIVER AT GREENE NY"
"248" "01426500" 2614210 "HLEN6" 9 11 13 15 20.3 "8240" "12500" "18000" "24400" 46000 42.002742767334 -75.3759155273438 "WEST BRANCH DELAWARE RIVER AT HALE EDDY NY"
"249" "01429500" 2739766 "HNEP1" 6.5 7 8 9 NA "1840" "2140" "2790" "3720" NA 41.6143035888672 -75.2655792236328 "DYBERRY CREEK NEAR HONESDALE PA"
"250" "01430000" 2739776 "HONP1" 9 10.5 NA NA NA "7430" "10100" NA NA NA 41.5678443908691 -75.2521743774414 "LACKAWAXEN RIVER NEAR HONESDALE PA"
"251" "01524500" 8110525 "HORN6" 4 9 10 13 13.45 "1760" "12288.2620002633" "15360.3294176879" "26774.5294898872" 9560 42.3169364929199 -77.6506652832031 "CANISTEO RIVER BELOW CANACADEA CREEK AT HORNELL NY"
"252" "01523500" 8110889 "HRNN6" 4.5 5 6 7 NA "3210" "3990" "5740" "8543.14237141458" NA 42.3334922790527 -77.6815490722656 "CANACADEA CREEK NEAR HORNELL NY"
"253" "01421618" 2612794 "HTBN6" NA 7 NA NA NA NA "3390" NA NA NA 42.3545951843262 -74.6271209716797 "TOWN BROOK SOUTHEAST OF HOBART NY"
"254" "01417500" 1749281 "HVDN6" 7 10 12 15 16.93 "3320" "7500" "11100" "17800" 31400 42.0241394042969 -75.1231460571289 "EAST BRANCH DELAWARE RIVER AT HARVARD NY"
"255" "01431500" 2743198 "HWYP1" 9 11 12 20 24.8 "6730" "10360" "12240" "33800" 51900 41.4784545898438 -75.1765060424805 "LACKAWAXEN RIVER AT HAWLEY PA"
"256" "01520500" 8110981 "LDYN6" 14 17 20 22 26.27 "14600" "27800" "48200" "66200" 128000 42.0249061584473 -77.1303100585938 "TIOGA RIVER AT LINDLEY NY"
"257" "04240300" 21974253 "LKNN6" 7.5 8 8.5 9 9.63 "1790" "2020" "2260" "2500" NA 43.0828056335449 -76.2251129150391 "NINEMILE CREEK AT LAKELAND NY"
"258" "01432900" 4147566 "MGPN6" 12 14 14.7 15 NA "5800" "8000" "8900" "14000" NA 41.6686630249023 -74.774528503418 "MONGAUP RIVER AT MONGAUP VALLEY NY"
"259" "01533400" 4199592 "MHPP1" 25 27 31 40 44.48 "91300" "108000" "144000" "239000" 293000 41.6050109863281 -76.0482559204102 "SUSQUEHANNA RIVER AT MESHOPPEN PA"
"260" "01532000" 4199144 "MONP1" 12 15.5 17 18.5 20.97 "5190" "11100" "14700" "20500" 64259 41.7081604003906 -76.4862213134766 "TOWANDA CREEK NEAR MONROETON PA"
"261" "01413500" 1748583 "MRGN6" 10 11 12 13 15.97 "6510" "8520" "12400" "17100" 33460 42.143627166748 -74.6541442871094 "EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY"
"262" "01438500" 4151628 "MTGN4" 23 25 28 33 35.15 "110000" "131120" "165000" "224000" 250000 41.3080825805664 -74.7975769042969 "DELAWARE RIVER AT MONTAGUE NJ"
"263" "01434000" 4151524 "MTMP1" 16 18 24 27 26.6 "107000" "128000" "235000" "294000" 242100 41.3735046386719 -74.7005310058594 "DELAWARE RIVER AT PORT JERVIS NY"
"264" "04243500" 22024054 "NEIN6" 10 11 13 15 17.23 "2820" "3270" "4240" "5590" 12400 43.1086196899414 -75.6545639038086 "ONEIDA CREEK AT ONEIDA NY"
"265" "01437500" 4151216 "NEVN6" 8 10 11 12 12.49 "6010" "12900" "19500" "28300" 33000 41.4447212219238 -74.597900390625 "NEVERSINK RIVER AT GODEFFROY NY"
"266" "01436000" 4147432 "NVXN6" 8 9 10.5 11.5 NA "5800" "7120" "9080" "10400" NA 41.8040580749512 -74.6267700195312 "NEVERSINK RIVER AT NEVERSINK NY"
"267" "01536000" 2600273 "OFRP1" 7 11 13 16 20.05 "6240" "12600" "16300" "22300" 31000 41.3586921691895 -75.7445297241211 "LACKAWANNA RIVER AT OLD FORGE PA"
"268" "04239000" 21979277 "ONDN6" 4.5 5 5.5 6 6.48 "1170" "1580" "2070" "2640" 3260 42.9801406860352 -76.1532287597656 "ONONDAGA CREEK AT DORWIN AVENUE SYRACUSE NY"
"269" "01513831" 8102961 "OWGN6" 29 30 32 33 39.62 "75800" "82700" "97200" "105000" 143800 42.1038093566895 -76.2493286132812 "SUSQUEHANNA RIVER AT OWEGO NY"
"270" "04235299" 21978101 "OWIN6" 7.5 8.5 9 9.5 NA "1930" "2520" "2840" "3180" NA 42.713451385498 -76.4360809326172 "OWASCO INLET BELOW AURORA STREET AT MORAVIA NY"
"271" "01534860" 2600169 "PKIP1" 6 7.5 8 9.5 10.8 "3690" "5670" "6210" "7780" 11756 41.4386444091797 -75.6509170532227 "LACKAWANNA R BL LEGGETTS CREEK AT SCRANTON PA"
"272" "01414000" 1748723 "PLTN6" 6.5 7 8 9 NA "1940" "2430" "3700" "4860" NA 42.1374893188477 -74.6951370239258 "PLATTE KILL AT DUNRAVEN NY"
"273" "01502500" 8086663 "RCKN6" 8 11 12 13 14.22 "4850" "11600" "14300" "17200" 21100 42.3752403259277 -75.4025421142578 "UNADILLA RIVER AT ROCKDALE NY"
"274" "01505000" 9420985 "SHBN6" 6.5 8.5 9.5 10.6 13.72 "1920" "3120" "4540" "6520" 12190 42.6814155578613 -75.5106048583984 "CHENANGO RIVER AT SHERBURNE NY"
"275" "01534000" 4196160 "TNKP1" 9 11 14 17 20.9 "9530" "13600" "20900" "29500" 39500 41.5515441894531 -75.9031524658203 "TUNKHANNOCK CREEK NEAR TUNKHANNOCK PA"
"276" "01531500" 4199358 "TOWP1" 14 16 18 25.1 33.43 "81700" "97700" "115000" "184000" 320000 41.7640495300293 -76.4398345947266 "SUSQUEHANNA RIVER AT TOWANDA PA"
"277" "01415000" 1748589 "TPKN6" 6.5 6.8 7 7.5 NA "3110" "3500" "3840" "4660" NA 42.124568939209 -74.8115615844727 "TREMPER KILL NEAR ANDES NY"
"278" "0142400103" 2614018 "TRCN6" 6 6.3 6.6 6.9 NA "2220" "2760" "2830" "3930" NA 42.1681251525879 -75.2798843383789 "TROUT CREEK NEAR TROUT CREEK NY"
"279" "01500500" 8086851 "UNDN6" 9 11 13 14.5 17.72 "8610" "13200" "18700" "23400" 35100 42.3212394714355 -75.3205413818359 "SUSQUEHANNA RIVER AT UNADILLA NY"
"280" "01513500" 8102921 "VSTN6" 15 18 21 27 35.26 "30100" "41100" "53500" "82100" 130999 42.0957145690918 -76.0440063476562 "SUSQUEHANNA RIVER AT VESTAL NY"
"281" "01423000" 2613578 "WALN6" 7.5 9.5 14 16 16.85 "2850" "6190" "15700" "24700" 28600 42.1588821411133 -75.1410675048828 "WEST BRANCH DELAWARE RIVER AT WALTON NY"
"282" "01536500" 2601199 "WBRP1" 10 22 28 30 42.66 "38200" "115278" "165000" "181700" 310000 41.2469100952148 -75.889762878418 "SUSQUEHANNA RIVER AT WILKES-BARRE PA"
"283" "01525500" 8110911 "WCRN6" 11 17 18 21 23.48 "5480" "15900" "19100" "30700" 43000 42.2434234619141 -77.4477920532227 "CANISTEO RIVER AT WEST CAMERON NY"
"284" "01502731" 8088063 "WSRN6" 13 17 19 20.5 24.27 "18200" "29782" "35838" "41000" 55900 42.0741539001465 -75.6369094848633 "SUSQUEHANNA RIVER AT WINDSOR NY"
"285" "01515000" 8103737 "WVYN6" 12 13 16 20 26.67 "48400" "54800" "75600" "107000" 167000 41.9868927001953 -76.4992752075195 "SUSQUEHANNA RIVER NEAR WAVERLY NY"
"286" "06347500" 16224859 "ALTN8" NA 16 20 28 NA NA NA "3080" "6800" NA 46.6909294128418 -101.461494445801 "BIG MUDDY CREEK NEAR ALMONT ND"
"287" "05122000" 14169775 "BANN8" 1439 1440 1441 1443 1445.66 "949.5" "1287.8" "2048" "7560.3" 30000 48.5434989929199 -100.493835449219 "SOURIS RIVER NR BANTRY ND"
"288" "06342450" 14523345 "BBCN8" NA 12 14 16 NA NA NA "2400" "7631" NA 46.9154243469238 -100.815444946289 "BURNT CREEK NR BISMARCK ND"
