"site_no","site_name","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","alt_va","contrib_drain_area_va","huc2","huc4","huc6","huc8","rfc"
"01115190","DOLLY COLE BK AT OLD DANIELSON PK AT S FOSTER, RI","ST",41.8223213,-71.70034528,"NAD83",NA,4.9,"01","0109","010900","01090004","NERFC"
"01115265","HEMLOCK BROOK AT KING ROAD NR FOSTER, RI","ST",41.7906548,-71.6986785,"NAD83",NA,8.72,"01","0109","010900","01090004","NERFC"
"01115276","WESTCONNAUG STREAM AT PLAINFIELD PIKE, RI","ST",41.7853772,-71.6672885,"NAD83",NA,NA,"01","0109","010900","01090004","NERFC"
"01115280","CORK BK AT ROCKLAND SCITUATE RD NR CLAYVILLE, RI","ST",41.80398827,-71.6497879,"NAD83",NA,1.79,"01","0109","010900","01090004","NERFC"
"01115630","NOOSENECK RIVER AT NOOSENECK, RI","ST",41.6267667,-71.6325646,"NAD83",265,8.23,"01","0109","010900","01090004","NERFC"
"01116000","SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI","ST",41.69010026,-71.5658958,"NAD83",217.76,62.8,"01","0109","010900","01090004","NERFC"
"01116500","PAWTUXET RIVER AT CRANSTON, RI","ST",41.75093399,-71.4450575,"NAD83",8,200,"01","0109","010900","01090004","NERFC"
"01116905","HUNT R 250 FT DS FRY BRK AT FRENCHTOWN, RI","ST",41.63,-71.47888889,"NAD83",25,NA,"01","0109","010900","01090004","NERFC"
"01117000","HUNT RIVER NEAR EAST GREENWICH, RI","ST",41.6412122,-71.4445016,"NAD83",5.42,22.9,"01","0109","010900","01090004","NERFC"
"01117350","CHIPUXET RIVER AT WEST KINGSTON, RI","ST",41.4823233,-71.5511719,"NAD83",89.8,9.59,"01","0109","010900","01090005","NERFC"
"01117370","QUEEN R AT LIBERTY RD AT LIBERTY RI","ST",41.53898957,-71.568673,"NAD83",120,19.6,"01","0109","010900","01090005","NERFC"
"01117420","USQUEPAUG RIVER NEAR USQUEPAUG, RI","ST",41.4767673,-71.6047849,"NAD83",81.28,36.1,"01","0109","010900","01090005","NERFC"
"01117430","PAWCATUCK RIVER AT KENYON, RI","ST",41.44621186,-71.6211738,"NAD83",85,NA,"01","0109","010900","01090005","NERFC"
"01117468","BEAVER RIVER NEAR USQUEPAUG, RI","ST",41.49260037,-71.6281194,"NAD83",107.68,8.87,"01","0109","010900","01090005","NERFC"
"01117500","PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI","ST",41.44510024,-71.68089828,"NAD83",43.86,100,"01","0109","010900","01090005","NERFC"
"01117800","WOOD RIVER NEAR ARCADIA, RI","ST",41.5739884,-71.72062318,"NAD83",118.2,35.2,"01","0109","010900","01090005","NERFC"
"01118000","WOOD RIVER AT HOPE VALLEY, RI","ST",41.49815516,-71.7164561,"NAD83",61.11,72.4,"01","0109","010900","01090005","NERFC"
"01118300","PENDELTON HILL BROOK NEAR CLARKS FALLS, CT","ST",41.4748222,-71.8342361,"NAD83",152.9,NA,"01","0109","010900","01090005","NERFC"
"01118500","PAWCATUCK RIVER AT WESTERLY, RI","ST",41.38371065,-71.8331247,"NAD83",-2.68,295,"01","0109","010900","01090005","NERFC"
"01119382","WILLIMANTIC RIVER AT MERROW RD. NEAR MERROW, CT","ST",41.8240111,-72.3128472,"NAD83",319,NA,"01","0110","011000","01100002","NERFC"
"01119500","WILLIMANTIC RIVER NEAR COVENTRY, CT","ST",41.7506544,-72.26563469,"NAD83",239.05,NA,"01","0110","011000","01100002","NERFC"
"01120790","NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT","ST",41.81616944,-72.1061694,"NAD83",357,NA,"01","0110","011000","01100002","NERFC"
"01121000","MOUNT HOPE RIVER NEAR WARRENVILLE, CT","ST",41.8437089,-72.1689662,"NAD83",335.68,NA,"01","0110","011000","01100002","NERFC"
"01121330","FENTON RIVER AT MANSFIELD, CT","ST",41.83319444,-72.2427806,"NAD83",317.38,NA,"01","0110","011000","01100002","NERFC"
"01122000","NATCHAUG RIVER AT WILLIMANTIC, CT","ST",41.7201,-72.195575,"NAD83",150.31,NA,"01","0110","011000","01100002","NERFC"
"01122500","SHETUCKET RIVER NEAR WILLIMANTIC, CT","ST",41.70037644,-72.1820223,"NAD83",131.4,NA,"01","0110","011000","01100002","NERFC"
"01123000","LITTLE RIVER NEAR HANOVER, CT","ST",41.6717651,-72.05229807,"NAD83",221.19,NA,"01","0110","011000","01100002","NERFC"
"011230695","SHETUCKET RIVER AT TAFTVILLE, CT","ST",41.57000278,-72.0462444,"NAD83",19.12,NA,"01","0110","011000","01100002","NERFC"
"01123360","QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA","ST",42.108375,-72.1261306,"NAD83",613.51,62.6,"01","0110","011000","01100001","NERFC"
"01123600","QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA","ST",42.08261944,-72.0583806,"NAD83",511.33,94.4,"01","0110","011000","01100001","NERFC"
"01124000","QUINEBAUG RIVER AT QUINEBAUG, CT","ST",42.0223189,-71.9556289,"NAD83",341.52,NA,"01","0110","011000","01100001","NERFC"
"01124151","QUINEBAUG RIVER AT WEST THOMPSON, CT","ST",41.94356667,-71.8995972,"NAD83",289.34,NA,"01","0110","011000","01100001","NERFC"
"01124350","FRENCH RIVER BELOW DAM, AT HODGES VILLAGE, MA","ST",42.11842857,-71.8811833,"NAD83",466.98,31.2,"01","0110","011000","01100001","NERFC"
"01124500","LITTLE RIVER NEAR OXFORD, MA","ST",42.11592856,-71.89007238,"NAD83",457,27.4,"01","0110","011000","01100001","NERFC"
"01125000","FRENCH RIVER AT WEBSTER, MA","ST",42.0509298,-71.88507208,"NAD83",406.74,86,"01","0110","011000","01100001","NERFC"
"01125100","FRENCH RIVER AT NORTH GROSVENORDALE, CT","ST",41.97846389,-71.90051389,"NAD83",350,NA,"01","0110","011000","01100001","NERFC"
"01125490","LITTLE RIVER AT HARRISVILLE, CT","ST",41.92784444,-71.9300083,"NAD83",254.95,NA,"01","0110","011000","01100001","NERFC"
"01125500","QUINEBAUG RIVER AT PUTNAM, CT","ST",41.909475,-71.91386389,"NAD83",216.76,NA,"01","0110","011000","01100001","NERFC"
"01127000","QUINEBAUG RIVER AT JEWETT CITY, CT","ST",41.59749167,-71.9840944,"NAD83",63.07,NA,"01","0110","011000","01100001","NERFC"
"01127500","YANTIC RIVER AT YANTIC, CT","ST",41.5587094,-72.1214666,"NAD83",94.46,NA,"01","0110","011000","01100003","NERFC"
"011277905","LATIMER BROOK NR I-95N EXIT 75 NR FLANDERS, CT","ST",41.3686111,-72.2022222,"NAD83",15,NA,"01","0110","011000","01100003","NERFC"
"01129200","CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH","ST",45.04032368,-71.4439704,"NAD83",1150,NA,"01","0108","010801","01080101","NERFC"
"01129500","CONNECTICUT RIVER AT NORTH STRATFORD, NH","ST",44.74977166,-71.63120018,"NAD83",880.17,NA,"01","0108","010801","01080101","NERFC"
"01130000","UPPER AMMONOOSUC RIVER NEAR GROVETON, NH","ST",44.62505316,-71.4689721,"NAD83",916.43,NA,"01","0108","010801","01080101","NERFC"
"01131500","CONNECTICUT RIVER NEAR DALTON, NH","ST",44.4100591,-71.7206438,"NAD83",799.89,NA,"01","0108","010801","01080101","NERFC"
"01133000","EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT","ST",44.63394195,-71.8975942,"NAD83",943.88,NA,"01","0108","010801","01080102","NERFC"
"01134500","MOOSE RIVER AT VICTORY, VT","ST",44.5117231,-71.8373143,"NAD83",1103.99,NA,"01","0108","010801","01080102","NERFC"
"01135150","POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT","ST",44.47616707,-72.1245431,"NAD83",1141.2,NA,"01","0108","010801","01080102","NERFC"
"01135300","SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT","ST",44.4353353,-72.03842899,"NAD83",641.68,NA,"01","0108","010801","01080102","NERFC"
"01135500","PASSUMPSIC RIVER AT PASSUMPSIC, VT","ST",44.3656147,-72.0392613,"NAD83",500,NA,"01","0108","010801","01080102","NERFC"
"01137500","AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH","ST",44.2686741,-71.6303617,"NAD83",1180.74,NA,"01","0108","010801","01080101","NERFC"
"01138500","CONNECTICUT RIVER AT WELLS RIVER, VT","ST",44.15339689,-72.0417577,"NAD83",399.75,NA,"01","0108","010801","01080101","NERFC"
"01139000","WELLS RIVER AT WELLS RIVER, VT","ST",44.1503413,-72.0650915,"NAD83",505.53,NA,"01","0108","010801","01080103","NERFC"
"01139800","EAST ORANGE BRANCH AT EAST ORANGE, VT","ST",44.0928419,-72.33565327,"NAD83",1180,NA,"01","0108","010801","01080103","NERFC"
"01141500","OMPOMPANOOSUC RIVER AT UNION VILLAGE, VT","ST",43.79006996,-72.254813,"NAD83",415,NA,"01","0108","010801","01080103","NERFC"
"01142500","AYERS BROOK AT RANDOLPH, VT","ST",43.93450969,-72.6578821,"NAD83",630.5,NA,"01","0108","010801","01080105","NERFC"
"01144000","WHITE RIVER AT WEST HARTFORD, VT","ST",43.71423614,-72.418149,"NAD83",374.53,NA,"01","0108","010801","01080105","NERFC"
"01144500","CONNECTICUT RIVER AT WEST LEBANON, NH","ST",43.64618187,-72.3123134,"NAD83",321.52,NA,"01","0108","010801","01080104","NERFC"
"01150900","OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT","ST",43.62229069,-72.7589899,"NAD83",1148.59,NA,"01","0108","010801","01080106","NERFC"
"01151500","OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT","ST",43.60257077,-72.35425819,"NAD83",336.77,NA,"01","0108","010801","01080106","NERFC"
"01152500","SUGAR RIVER AT WEST CLAREMONT, NH","ST",43.38757327,-72.36203409,"NAD83",358.78,NA,"01","0108","010801","01080104","NERFC"
"01153000","BLACK RIVER AT NORTH SPRINGFIELD, VT","ST",43.33340716,-72.51481258,"NAD83",445.79,NA,"01","0108","010801","01080106","NERFC"
"01153550","WILLIAMS RIVER NEAR ROCKINGHAM VT","ST",43.1917433,-72.48508889,"NAD83",303.7,NA,"01","0108","010801","01080107","NERFC"
"01154000","SAXTONS RIVER AT SAXTONS RIVER, VT","ST",43.13757777,-72.4881444,"NAD83",395.51,NA,"01","0108","010801","01080107","NERFC"
"01154500","CONNECTICUT RIVER AT NORTH WALPOLE, NH","ST",43.12618905,-72.4367549,"NAD83",218.63,NA,"01","0108","010801","01080104","NERFC"
"01154950","COLD RIVER AT HIGH STREET, AT ALSTEAD, NH","ST",43.14944444,-72.3616667,"NAD83",452,74.6,"01","0108","010801","01080104","NERFC"
"01155349","WEST RIVER BELOW WINHALL RIVER, NEAR JAMAICA, VT","ST",43.15694444,-72.79777778,"NAD83",900,NA,"01","0108","010801","01080107","NERFC"
"01155500","WEST RIVER AT JAMAICA, VT","ST",43.1089665,-72.775374,"NAD83",680,NA,"01","0108","010801","01080107","NERFC"
"01155910","WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT","ST",43.0511901,-72.7000939,"NAD83",452.11,NA,"01","0108","010801","01080107","NERFC"
"01157000","ASHUELOT RIVER NEAR GILSUM, NH","ST",43.03924586,-72.2700858,"NAD83",772.86,NA,"01","0108","010802","01080201","NERFC"
"01158000","ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH","ST",42.9948023,-72.31119719,"NAD83",480,NA,"01","0108","010802","01080201","NERFC"
"01158110","ASHUELOT RIVER ABOVE THE BRANCH, AT KEENE, NH","ST",42.9192478,-72.279252,"NAD83",400,NA,"01","0108","010802","01080201","NERFC"
"01158600","OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH","ST",42.94591409,-72.2367514,"NAD83",658.65,NA,"01","0108","010802","01080201","NERFC"
"01160350","ASHUELOT RIVER AT WEST SWANZEY, NH","ST",42.87147076,-72.3281415,"NAD83",444,NA,"01","0108","010802","01080201","NERFC"
"01161000","ASHUELOT RIVER AT HINSDALE, NH","ST",42.78591586,-72.4861996,"NAD83",201.32,NA,"01","0108","010802","01080201","NERFC"
"01162000","MILLERS RIVER NEAR WINCHENDON, MA","ST",42.6842527,-72.08341388,"NAD83",826.66,81.8,"01","0108","010802","01080202","NERFC"
"01162500","PRIEST BROOK NEAR WINCHENDON, MA","ST",42.6825859,-72.1150812,"NAD83",849.67,19.4,"01","0108","010802","01080202","NERFC"
"01163200","OTTER RIVER AT OTTER RIVER, MA","ST",42.58842124,-72.04091198,"NAD83",900,34.1,"01","0108","010802","01080202","NERFC"
"01163500","MILLERS R BL BIRCH HILL DAM AT SOUTH ROYALSTON, MA","ST",42.63258676,-72.12313648,"NAD83",818,NA,"01","0108","010802","01080202","NERFC"
"01164000","MILLERS RIVER AT SOUTH ROYALSTON, MA","ST",42.6298089,-72.15035928,"NAD83",797,189,"01","0108","010802","01080202","NERFC"
"01165000","EAST BRANCH TULLY RIVER NEAR ATHOL, MA","ST",42.6423083,-72.22563877,"NAD83",627,50.5,"01","0108","010802","01080202","NERFC"
"01166500","MILLERS RIVER AT ERVING, MA","ST",42.5975862,-72.4381423,"NAD83",388,372,"01","0108","010802","01080202","NERFC"
"01168250","COLD RIVER AT FLORIDA, MA","ST",42.66644444,-73.0303611,"NAD83",1541,NA,"01","0108","010802","01080203","NERFC"
"01168500","DEERFIELD RIVER AT CHARLEMONT, MA","ST",42.626,-72.8541944,"NAD83",529,361,"01","0108","010802","01080203","NERFC"
"01169000","NORTH RIVER AT SHATTUCKVILLE, MA","ST",42.63841775,-72.7250922,"NAD83",461,89,"01","0108","010802","01080203","NERFC"
"01169900","SOUTH RIVER NEAR CONWAY, MA","ST",42.5420303,-72.69370179,"NAD83",456,24.1,"01","0108","010802","01080203","NERFC"
"01170000","DEERFIELD RIVER NEAR WEST DEERFIELD, MA","ST",42.53591957,-72.65342328,"NAD83",157,557,"01","0108","010802","01080203","NERFC"
"01170100","GREEN RIVER NEAR COLRAIN, MA","ST",42.70341695,-72.67064738,"NAD83",434,41.4,"01","0108","010802","01080203","NERFC"
"01170500","CONNECTICUT RIVER AT MONTAGUE CITY, MA","ST",42.5802222,-72.5745,"NAD83",98.8,7860,"01","0108","010802","01080201","NERFC"
"01171500","MILL RIVER AT NORTHAMPTON, MA","ST",42.31897839,-72.6650907,"NAD83",170,52.6,"01","0108","010802","01080201","NERFC"
"01172010","CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE, MA","ST",42.19146944,-72.6093111,"NAD83",32.42,NA,"01","0108","010802","01080201","NERFC"
"01172500","WARE RIVER NEAR BARRE, MA","ST",42.42509025,-72.0245212,"NAD83",745,55.1,"01","0108","010802","01080204","NERFC"
"01173000","WARE RIVER AT INTAKE WORKS NEAR BARRE, MA","ST",42.3906461,-72.060355,"NAD83",632,96.3,"01","0108","010802","01080204","NERFC"
"01173500","WARE RIVER AT GIBBS CROSSING, MA","ST",42.2362038,-72.27258047,"NAD83",379.79,197,"01","0108","010802","01080204","NERFC"
"01174500","EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA","ST",42.3934237,-72.2386926,"NAD83",504.7,43.7,"01","0108","010802","01080204","NERFC"
"01174565","WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA","ST",42.45508906,-72.3817516,"NAD83",540,12.6,"01","0108","010802","01080204","NERFC"
"01175500","SWIFT RIVER AT WEST WARE, MA","ST",42.2678699,-72.3325824,"NAD83",365.18,189,"01","0108","010802","01080204","NERFC"
"01175670","SEVENMILE RIVER NEAR SPENCER, MA","ST",42.26509185,-72.0047973,"NAD83",618.18,8.81,"01","0108","010802","01080204","NERFC"
"01176000","QUABOAG RIVER AT WEST BRIMFIELD, MA","ST",42.18231566,-72.263691,"NAD83",390,150,"01","0108","010802","01080204","NERFC"
"01177000","CHICOPEE RIVER AT INDIAN ORCHARD, MA","ST",42.16064906,-72.5139756,"NAD83",125,689,"01","0108","010802","01080204","NERFC"
"01179500","WESTFIELD RIVER AT KNIGHTVILLE, MA","ST",42.28786655,-72.8642636,"NAD83",461.25,161,"01","0108","010802","01080206","NERFC"
"01180500","MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA","ST",42.25870025,-72.8725975,"NAD83",399.3,52.7,"01","0108","010802","01080206","NERFC"
"01181000","WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA","ST",42.23731169,-72.895654,"NAD83",388.6,94,"01","0108","010802","01080206","NERFC"
"01183500","WESTFIELD RIVER NEAR WESTFIELD, MA","ST",42.1067602,-72.698981,"NAD83",98.25,497,"01","0108","010802","01080206","NERFC"
"01184000","CONNECTICUT RIVER AT THOMPSONVILLE, CT","ST",41.9873186,-72.6053669,"NAD83",38.48,9660,"01","0108","010802","01080205","NERFC"
"01184100","STONY BROOK NEAR WEST SUFFIELD, CT","ST",41.96083889,-72.7104861,"NAD83",149.21,NA,"01","0108","010802","01080205","NERFC"
"01184490","BROAD BROOK AT BROAD BROOK, CT","ST",41.9138972,-72.5497,"NAD83",46.21,NA,"01","0108","010802","01080205","NERFC"
"01185500","WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA","ST",42.0788611,-73.0728833,"NAD83",764,91.7,"01","0108","010802","01080207","NERFC"
"01186000","WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT","ST",41.9628729,-73.017606,"NAD83",485.6,NA,"01","0108","010802","01080207","NERFC"
"01186500","STILL RIVER AT ROBERTSVILLE, CT","ST",41.9679222,-73.0334444,"NAD83",510.24,NA,"01","0108","010802","01080207","NERFC"
"01187300","HUBBARD RIVER NEAR WEST HARTLAND, CT","ST",42.0375,-72.93932778,"NAD83",594.57,NA,"01","0108","010802","01080207","NERFC"
"01188000","BUNNELL (BURLINGTON) BROOK NEAR BURLINGTON, CT","ST",41.786209,-72.9648261,"NAD83",714,NA,"01","0108","010802","01080207","NERFC"
"01188090","FARMINGTON RIVER AT UNIONVILLE, CT","ST",41.7555472,-72.8870417,"NAD83",178.2,NA,"01","0108","010802","01080207","NERFC"
"01189995","FARMINGTON RIVER AT TARIFFVILLE, CT","ST",41.9082833,-72.75935278,"NAD83",130.21,NA,"01","0108","010802","01080207","NERFC"
"01191000","NORTH BRANCH PARK RIVER AT HARTFORD, CT","ST",41.78443889,-72.7080556,"NAD83",34.2,NA,"01","0108","010802","01080205","NERFC"
"01192500","HOCKANUM RIVER NEAR EAST HARTFORD, CT","ST",41.7831548,-72.5873114,"NAD83",53.6,NA,"01","0108","010802","01080205","NERFC"
"01192883","COGINCHAUG RIVER AT MIDDLEFIELD, CT","ST",41.5202333,-72.7065306,"NAD83",134.17,NA,"01","0108","010802","01080205","NERFC"
"01193050","CONNECTICUT RIVER AT MIDDLE HADDAM, CT","ST-TS",41.5417656,-72.5531454,"NAD83",NA,NA,"01","0108","010802","01080205","NERFC"
"01193500","SALMON RIVER NEAR EAST HAMPTON, CT","ST",41.55232124,-72.44925287,"NAD83",64.38,NA,"01","0108","010802","01080205","NERFC"
"01194000","EIGHTMILE RIVER AT NORTH PLAIN, CT","ST",41.44166944,-72.33267778,"NAD83",56.23,NA,"01","0108","010802","01080205","NERFC"
"01194500","EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT","ST",41.42751667,-72.33477778,"NAD83",53.97,NA,"01","0108","010802","01080205","NERFC"
"01195100","INDIAN RIVER NEAR CLINTON, CT","ST",41.3061722,-72.5310333,"NAD83",34.81,NA,"01","0110","011000","01100004","NERFC"
"01195490","QUINNIPIAC RIVER AT SOUTHINGTON, CT","ST",41.6034722,-72.8832,"NAD83",138.47,NA,"01","0110","011000","01100004","NERFC"
"01196500","QUINNIPIAC RIVER AT WALLINGFORD, CT","ST",41.45026389,-72.841275,"NAD83",19.24,NA,"01","0110","011000","01100004","NERFC"
"01196561","MUDDY RIVER NEAR EAST WALLINGFORD, CT","ST",41.4356083,-72.7794917,"NAD83",NA,NA,"01","0110","011000","01100004","NERFC"
"01196620","MILL RIVER NEAR HAMDEN, CT","ST",41.42041389,-72.9026583,"NAD83",82.57,NA,"01","0110","011000","01100004","NERFC"
"01197000","EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA","ST",42.4695833,-73.1973333,"NAD83",1002,57.6,"01","0110","011000","01100005","NERFC"
"01197500","HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA","ST",42.23191667,-73.3546667,"NAD83",683.04,282,"01","0110","011000","01100005","NERFC"
"01198000","GREEN RIVER NEAR GREAT BARRINGTON, MA","ST",42.1929083,-73.3912306,"NAD83",690,51,"01","0110","011000","01100005","NERFC"
"01198125","HOUSATONIC RIVER NEAR ASHLEY FALLS, MA","ST",42.0748138,-73.33344858,"NAD83",NA,465,"01","0110","011000","01100005","NERFC"
"01199000","HOUSATONIC RIVER AT FALLS VILLAGE, CT","ST",41.95731548,-73.36928577,"NAD83",529.06,NA,"01","0110","011000","01100005","NERFC"
"01199050","SALMON CREEK AT LIME ROCK, CT","ST",41.94231548,-73.3909532,"NAD83",620.37,NA,"01","0110","011000","01100005","NERFC"
"01200000","TENMILE RIVER NEAR GAYLORDSVILLE, CT","ST",41.65876389,-73.5286833,"NAD83",304,203,"01","0110","011000","01100005","NERFC"
"01200500","HOUSATONIC RIVER AT GAYLORDSVILLE, CT","ST",41.6531496,-73.4898462,"NAD83",236.78,NA,"01","0110","011000","01100005","NERFC"
"01201487","STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT","ST",41.4658222,-73.40320278,"NAD83",256.18,NA,"01","0110","011000","01100005","NERFC"
"01202501","SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT","ST",41.719575,-73.29260278,"NAD83",777,NA,"01","0110","011000","01100005","NERFC"
"012035055","POOTATUCK RIVER AT BERKSHIRE","ST",41.4065472,-73.2731833,"NAD83",250,NA,"01","0110","011000","01100005","NERFC"
"01203510","POOTATUCK RIVER AT SANDY HOOK, CT","ST",41.41925,-73.2821,"NAD83",222.67,NA,"01","0110","011000","01100005","NERFC"
"01203600","NONEWAUG RIVER AT MINORTOWN, CT","ST",41.57585,-73.1784667,"NAD83",354.69,NA,"01","0110","011000","01100005","NERFC"
"01203805","WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT","ST",41.5577083,-73.21535278,"NAD83",249.55,NA,"01","0110","011000","01100005","NERFC"
"01204000","POMPERAUG RIVER AT SOUTHBURY, CT","ST",41.48193889,-73.2245722,"NAD83",165.6,NA,"01","0110","011000","01100005","NERFC"
"01205500","HOUSATONIC RIVER AT STEVENSON, CT","ST",41.38380278,-73.16663889,"NAD83",24.98,NA,"01","0110","011000","01100005","NERFC"
"01206900","NAUGATUCK RIVER AT THOMASTON, CT","ST",41.6737084,-73.0695527,"NAD83",354.39,NA,"01","0110","011000","01100005","NERFC"
"01208500","NAUGATUCK RIVER AT BEACON FALLS, CT","ST",41.4423,-73.0622833,"NAD83",117.28,NA,"01","0110","011000","01100005","NERFC"
"01208873","ROOSTER RIVER AT FAIRFIELD, CT","ST",41.1798189,-73.21900219,"NAD83",5.44,NA,"01","0110","011000","01100006","NERFC"
"01208925","MILL RIVER NEAR FAIRFIELD, CT","ST",41.165475,-73.2700083,"NAD83",15.89,NA,"01","0110","011000","01100006","NERFC"
"01208950","SASCO BROOK NEAR SOUTHPORT, CT","ST",41.15287436,-73.3059495,"NAD83",52.01,NA,"01","0110","011000","01100006","NERFC"
"01208990","SAUGATUCK RIVER NEAR REDDING, CT","ST",41.29454,-73.39512029,"NAD83",285.42,NA,"01","0110","011000","01100006","NERFC"
